Subject,male-Entries,male-percentage,male-A,male-Passes,female-Entries,female-percentage,female-A,female-Passes,all-Entries,all-A,all-B,all-C,all-Passes,all-D,NumberOfCentres
English ,234,50%,2,117,235,50%,5,134,469,7,66,179,252,144,30
