year,secondary_pupils,index_factor,Subject,gender,NoOfStudents_orig,NoOfStudents,popularity,popularityOverTime,Subject.label
2010,301007,0.9507665969664618,Physics,male,6544,6883,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2010,301007,0.9507665969664618,Chemistry,male,5120,5385,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2010,301007,0.9507665969664618,Physical Education,male,4125,4339,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2010,301007,0.9507665969664618,History,male,4063,4273,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2010,301007,0.9507665969664618,Geography,male,3644,3833,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2011,297109,0.9384542979336311,Biology,female,6317,6731,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2011,297109,0.9384542979336311,Art and Design,female,5599,5966,23,0.6764705882352942,<span style = 'color: black; font-weight: normal;'>Art and Design</span>
2011,297109,0.9384542979336311,History,female,5272,5618,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2011,297109,0.9384542979336311,Chemistry,female,5150,5488,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2011,297109,0.9384542979336311,Modern Studies,female,4675,4982,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2011,297109,0.9384542979336311,Physics,male,6768,7212,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2011,297109,0.9384542979336311,Chemistry,male,5143,5480,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2011,297109,0.9384542979336311,Physical Education,male,4214,4490,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2011,297109,0.9384542979336311,History,male,4107,4376,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2011,297109,0.9384542979336311,Geography,male,3857,4110,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2012,293562,0.9272506743652754,Biology,female,6117,6597,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2012,293562,0.9272506743652754,History,female,5710,6158,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2012,293562,0.9272506743652754,Art and Design,female,5561,5997,23,0.6764705882352942,<span style = 'color: black; font-weight: normal;'>Art and Design</span>
2012,293562,0.9272506743652754,Chemistry,female,5082,5481,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2012,293562,0.9272506743652754,Modern Studies,female,5024,5418,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2012,293562,0.9272506743652754,Physics,male,6516,7027,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2012,293562,0.9272506743652754,Chemistry,male,5282,5696,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2012,293562,0.9272506743652754,Physical Education,male,4625,4988,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2012,293562,0.9272506743652754,History,male,4133,4457,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2012,293562,0.9272506743652754,Geography,male,3840,4141,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2013,289164,0.9133590655539903,Biology,female,6343,6945,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2013,289164,0.9133590655539903,History,female,5895,6454,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2013,289164,0.9133590655539903,Art and Design,female,5259,5758,23,0.6764705882352942,<span style = 'color: black; font-weight: normal;'>Art and Design</span>
2013,289164,0.9133590655539903,Chemistry,female,5058,5538,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2013,289164,0.9133590655539903,Modern Studies,female,4894,5358,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2013,289164,0.9133590655539903,Physics,male,6219,6809,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2013,289164,0.9133590655539903,Chemistry,male,4946,5415,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2013,289164,0.9133590655539903,Physical Education,male,4916,5382,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2013,289164,0.9133590655539903,History,male,4449,4871,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2013,289164,0.9133590655539903,Geography,male,3825,4188,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2014,284762,0.8994548222644775,Biology,female,6526,7256,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2014,284762,0.8994548222644775,History,female,6312,7018,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2014,284762,0.8994548222644775,Modern Studies,female,5536,6155,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2014,284762,0.8994548222644775,Chemistry,female,5358,5957,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2014,284762,0.8994548222644775,Art and Design,female,5241,5827,23,0.6764705882352942,<span style = 'color: black; font-weight: normal;'>Art and Design</span>
2014,284762,0.8994548222644775,Physics,male,6551,7283,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2014,284762,0.8994548222644775,Chemistry,male,5358,5957,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2014,284762,0.8994548222644775,Physical Education,male,5317,5911,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2014,284762,0.8994548222644775,History,male,4570,5081,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2014,284762,0.8994548222644775,Geography,male,3993,4439,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2015,281939,0.8905380392553238,Biology,female,4633,5202,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2015,281939,0.8905380392553238,Chemistry,female,3260,3661,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2015,281939,0.8905380392553238,Modern Studies,female,2866,3218,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2015,281939,0.8905380392553238,Psychology,female,2415,2712,1,0.029411764705882353,<span style = 'color: black; font-weight: normal;'>Psychology</span>
2015,281939,0.8905380392553238,History,female,2305,2588,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2015,281939,0.8905380392553238,Physics,male,3943,4428,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2015,281939,0.8905380392553238,Chemistry,male,3132,3517,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2015,281939,0.8905380392553238,Biology,male,2494,2801,12,0.35294117647058826,<span style = 'color: black; font-weight: normal;'>Biology</span>
2015,281939,0.8905380392553238,Computing,male,2436,2735,3,0.08823529411764706,<span style = 'color: maroon; font-weight: bold;'><b>Computing</b></span>
2015,281939,0.8905380392553238,Geography,male,2097,2355,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Geography</span>
2016,280983,0.887518398958919,History,female,6587,7422,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2016,280983,0.887518398958919,Modern Studies,female,6205,6991,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2016,280983,0.887518398958919,Business Management,female,5192,5850,4,0.11764705882352941,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2016,280983,0.887518398958919,Chemistry,female,5139,5790,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2016,280983,0.887518398958919,Biology,female,4945,5572,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2016,280983,0.887518398958919,Physical Education,male,6703,7553,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2016,280983,0.887518398958919,Physics,male,6664,7509,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2016,280983,0.887518398958919,Chemistry,male,4938,5564,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2016,280983,0.887518398958919,History,male,4578,5158,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2016,280983,0.887518398958919,Business Management,male,3916,4412,5,0.14705882352941177,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2017,281993,0.8907086047113969,History,female,6563,7368,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2017,281993,0.8907086047113969,Modern Studies,female,5778,6487,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2017,281993,0.8907086047113969,Chemistry,female,5169,5803,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2017,281993,0.8907086047113969,Business Management,female,5014,5629,4,0.11764705882352941,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2017,281993,0.8907086047113969,Biology,female,4924,5528,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2017,281993,0.8907086047113969,Physics,male,6627,7440,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2017,281993,0.8907086047113969,Physical Education,male,6578,7385,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2017,281993,0.8907086047113969,Chemistry,male,4966,5575,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2017,281993,0.8907086047113969,History,male,4196,4711,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2017,281993,0.8907086047113969,Business Management,male,4102,4605,5,0.14705882352941177,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2018,286152,0.9038453034485808,History,female,6284,6953,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2018,286152,0.9038453034485808,Modern Studies,female,5879,6504,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2018,286152,0.9038453034485808,Chemistry,female,5296,5859,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2018,286152,0.9038453034485808,Biology,female,4822,5335,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2018,286152,0.9038453034485808,Business Management,female,4815,5327,4,0.11764705882352941,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2018,286152,0.9038453034485808,Physical Education,male,6760,7479,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2018,286152,0.9038453034485808,Physics,male,5962,6596,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2018,286152,0.9038453034485808,Chemistry,male,4696,5196,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2018,286152,0.9038453034485808,History,male,4017,4444,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2018,286152,0.9038453034485808,Business Management,male,3940,4359,5,0.14705882352941177,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2019,292063,0.922515903649469,History,female,6292,6820,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2019,292063,0.922515903649469,Modern Studies,female,5451,5909,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2019,292063,0.922515903649469,Chemistry,female,5325,5772,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2019,292063,0.922515903649469,Biology,female,5073,5499,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2019,292063,0.922515903649469,Business Management,female,4494,4871,4,0.11764705882352941,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2019,292063,0.922515903649469,Physical Education,male,6630,7187,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2019,292063,0.922515903649469,Physics,male,5995,6499,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2019,292063,0.922515903649469,Chemistry,male,4722,5119,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2019,292063,0.922515903649469,Business Management,male,3828,4150,5,0.14705882352941177,<span style = 'color: black; font-weight: normal;'>Business Management</span>
2019,292063,0.922515903649469,History,male,3695,4005,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2020,300954,0.9505991901299456,History,female,6169,6490,22,0.6470588235294118,<span style = 'color: black; font-weight: normal;'>History</span>
2020,300954,0.9505991901299456,Modern Studies,female,5386,5666,25,0.7352941176470589,<span style = 'color: black; font-weight: normal;'>Modern Studies</span>
2020,300954,0.9505991901299456,Chemistry,female,5351,5629,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2020,300954,0.9505991901299456,Human Biology,female,4941,5198,2,0.058823529411764705,<span style = 'color: black; font-weight: normal;'>Human Biology</span>
2020,300954,0.9505991901299456,Biology,female,4836,5087,31,0.9117647058823529,<span style = 'color: black; font-weight: normal;'>Biology</span>
2020,300954,0.9505991901299456,Physical Education,male,7018,7383,15,0.4411764705882353,<span style = 'color: black; font-weight: normal;'>Physical Education</span>
2020,300954,0.9505991901299456,Physics,male,6082,6398,30,0.8823529411764706,<span style = 'color: black; font-weight: normal;'>Physics</span>
2020,300954,0.9505991901299456,Chemistry,male,4687,4931,29,0.8529411764705882,<span style = 'color: black; font-weight: normal;'>Chemistry</span>
2020,300954,0.9505991901299456,History,male,3750,3945,18,0.5294117647058824,<span style = 'color: black; font-weight: normal;'>History</span>
2020,300954,0.9505991901299456,Business Management,male,3699,3891,5,0.14705882352941177,<span style = 'color: black; font-weight: normal;'>Business Management</span>
