Subject,SubjectGroup,CommonSubjectLabel,qualification,year,SubjectTaken,SCQFLevel
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1994,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1995,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1996,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1997,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1998,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,1999,Yes,5
Gaelic (Learners) (Writing)*,ModernLanguages,Gaelic,StandardGrade,2008,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,OrdinaryGrade,1986,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,OrdinaryGrade,1987,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,OrdinaryGrade,1988,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,OrdinaryGrade,1989,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,OrdinaryGrade,1990,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,StandardGrade,1990,Yes,5
Gaelic (Native Speakers),ModernLanguages,Gaelic,Higher,1986,Yes,6
Gaelic (Native Speakers),ModernLanguages,Gaelic,Higher,1987,Yes,6
Gaelic (Native Speakers),ModernLanguages,Gaelic,Higher,1988,Yes,6
Gaelic (Native Speakers),ModernLanguages,Gaelic,Higher,1989,Yes,6
Gaelic (Native Speakers),ModernLanguages,Gaelic,Higher,1990,Yes,6
Gaidhlig,ModernLanguages,Gaidhlig,Intermediate1,2002,Yes,4
Gaidhlig,ModernLanguages,Gaidhlig,Intermediate1,2009,Yes,4
Gaidhlig,ModernLanguages,Gaidhlig,OrdinaryGrade,1991,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,OrdinaryGrade,1992,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,OrdinaryGrade,1993,No uptake,5
Gaidhlig,ModernLanguages,Gaidhlig,StandardGrade,2000,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,StandardGrade,2007,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,StandardGrade,2009,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,Intermediate2,2000,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,Intermediate2,2002,Yes,5
Gaidhlig,ModernLanguages,Gaidhlig,Higher,2000,Yes,6
Gaidhlig,ModernLanguages,Gaidhlig,Higher,2017,Yes,6
Gaidhlig,ModernLanguages,Gaidhlig,NewHigher,2000,Yes,6
Gaidhlig,ModernLanguages,Gaidhlig,NewHigher,2002,Yes,6
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1992,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1993,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1994,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1995,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1996,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1997,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1998,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,1999,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,CSYS,2000,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,AdvancedHigher,2002,Yes,7
Gaidhlig,ModernLanguages,Gaidhlig,AdvancedHigher,2017,Yes,7
German,ModernLanguages,German,National2,2016,Yes,2
German,ModernLanguages,German,National2,2017,Yes,2
German,ModernLanguages,German,National2,2018,No uptake,2
German,ModernLanguages,German,National2,2019,No uptake,2
German,ModernLanguages,German,National2,2020,Yes,2
German,ModernLanguages,German,National2,2021,No uptake,2
German,ModernLanguages,German,National3,2014,Yes,3
German,ModernLanguages,German,National3,2015,Yes,3
German,ModernLanguages,German,National3,2016,Yes,3
German,ModernLanguages,German,National3,2017,Yes,3
German,ModernLanguages,German,National3,2018,Yes,3
German,ModernLanguages,German,National3,2019,Yes,3
German,ModernLanguages,German,National3,2020,Yes,3
German,ModernLanguages,German,National3,2021,Yes,3
German,ModernLanguages,German,Intermediate1,2000,Yes,4
German,ModernLanguages,German,Intermediate1,2001,Yes,4
German,ModernLanguages,German,Intermediate1,2002,Yes,4
German,ModernLanguages,German,Intermediate1,2003,Yes,4
German,ModernLanguages,German,Intermediate1,2004,Yes,4
German,ModernLanguages,German,Intermediate1,2005,Yes,4
German,ModernLanguages,German,Intermediate1,2006,Yes,4
German,ModernLanguages,German,Intermediate1,2007,Yes,4
German,ModernLanguages,German,Intermediate1,2008,Yes,4
German,ModernLanguages,German,Intermediate1,2009,Yes,4
German,ModernLanguages,German,Intermediate1,2010,Yes,4
German,ModernLanguages,German,Intermediate1,2011,Yes,4
German,ModernLanguages,German,Intermediate1,2012,Yes,4
German,ModernLanguages,German,Intermediate1,2013,Yes,4
German,ModernLanguages,German,Intermediate1,2014,Yes,4
German,ModernLanguages,German,Intermediate1,2015,Yes,4
German,ModernLanguages,German,National4,2014,Yes,4
German,ModernLanguages,German,National4,2015,Yes,4
German,ModernLanguages,German,National4,2016,Yes,4
German,ModernLanguages,German,National4,2017,Yes,4
German,ModernLanguages,German,National4,2018,Yes,4
German,ModernLanguages,German,National4,2019,Yes,4
German,ModernLanguages,German,National4,2020,Yes,4
German,ModernLanguages,German,National4,2021,Yes,4
German,ModernLanguages,German,StandardGrade,1990,Yes,5
German,ModernLanguages,German,StandardGrade,1991,Yes,5
German,ModernLanguages,German,StandardGrade,1992,Yes,5
German,ModernLanguages,German,StandardGrade,1993,Yes,5
German,ModernLanguages,German,StandardGrade,1994,Yes,5
German,ModernLanguages,German,StandardGrade,1995,Yes,5
German,ModernLanguages,German,StandardGrade,1996,Yes,5
German,ModernLanguages,German,StandardGrade,1997,Yes,5
German,ModernLanguages,German,StandardGrade,1998,Yes,5
German,ModernLanguages,German,StandardGrade,1999,Yes,5
German,ModernLanguages,German,StandardGrade,2000,Yes,5
German,ModernLanguages,German,StandardGrade,2001,Yes,5
German,ModernLanguages,German,StandardGrade,2002,Yes,5
German,ModernLanguages,German,StandardGrade,2003,Yes,5
German,ModernLanguages,German,StandardGrade,2004,Yes,5
German,ModernLanguages,German,StandardGrade,2005,Yes,5
German,ModernLanguages,German,StandardGrade,2006,Yes,5
German,ModernLanguages,German,StandardGrade,2007,Yes,5
German,ModernLanguages,German,StandardGrade,2008,Yes,5
German,ModernLanguages,German,StandardGrade,2009,Yes,5
German,ModernLanguages,German,StandardGrade,2010,Yes,5
German,ModernLanguages,German,StandardGrade,2011,Yes,5
German,ModernLanguages,German,StandardGrade,2012,Yes,5
German,ModernLanguages,German,StandardGrade,2013,Yes,5
German,ModernLanguages,German,Intermediate2,2000,Yes,5
German,ModernLanguages,German,Intermediate2,2001,Yes,5
German,ModernLanguages,German,Intermediate2,2002,Yes,5
German,ModernLanguages,German,Intermediate2,2003,Yes,5
German,ModernLanguages,German,Intermediate2,2004,Yes,5
German,ModernLanguages,German,Intermediate2,2005,Yes,5
German,ModernLanguages,German,Intermediate2,2006,Yes,5
German,ModernLanguages,German,Intermediate2,2007,Yes,5
German,ModernLanguages,German,Intermediate2,2008,Yes,5
German,ModernLanguages,German,Intermediate2,2009,Yes,5
German,ModernLanguages,German,Intermediate2,2010,Yes,5
German,ModernLanguages,German,Intermediate2,2011,Yes,5
German,ModernLanguages,German,Intermediate2,2012,Yes,5
German,ModernLanguages,German,Intermediate2,2013,Yes,5
German,ModernLanguages,German,Intermediate2,2014,Yes,5
German,ModernLanguages,German,Intermediate2,2015,Yes,5
German,ModernLanguages,German,National5,2014,Yes,5
German,ModernLanguages,German,National5,2015,Yes,5
German,ModernLanguages,German,National5,2016,Yes,5
German,ModernLanguages,German,National5,2017,Yes,5
German,ModernLanguages,German,National5,2018,Yes,5
German,ModernLanguages,German,National5,2019,Yes,5
German,ModernLanguages,German,National5,2020,Yes,5
German,ModernLanguages,German,National5,2021,Yes,5
German,ModernLanguages,German,Higher,1986,Yes,6
German,ModernLanguages,German,Higher,1987,Yes,6
German,ModernLanguages,German,Higher,1988,Yes,6
German,ModernLanguages,German,Higher,1989,Yes,6
German,ModernLanguages,German,Higher,1990,Yes,6
German,ModernLanguages,German,Higher,1991,Yes,6
German,ModernLanguages,German,Higher,1992,Yes,6
German,ModernLanguages,German,Higher,1993,Yes,6
German,ModernLanguages,German,Higher,1994,Yes,6
German,ModernLanguages,German,Higher,1995,Yes,6
German,ModernLanguages,German,Higher,1996,Yes,6
German,ModernLanguages,German,Higher,1997,Yes,6
German,ModernLanguages,German,Higher,1998,Yes,6
German,ModernLanguages,German,Higher,1999,Yes,6
German,ModernLanguages,German,Higher,2000,Yes,6
German,ModernLanguages,German,Higher,2001,Yes,6
German,ModernLanguages,German,Higher,2003,Yes,6
German,ModernLanguages,German,Higher,2004,Yes,6
German,ModernLanguages,German,Higher,2005,Yes,6
German,ModernLanguages,German,Higher,2006,Yes,6
German,ModernLanguages,German,Higher,2007,Yes,6
German,ModernLanguages,German,Higher,2008,Yes,6
German,ModernLanguages,German,Higher,2009,Yes,6
German,ModernLanguages,German,Higher,2010,Yes,6
German,ModernLanguages,German,Higher,2011,Yes,6
German,ModernLanguages,German,Higher,2012,Yes,6
German,ModernLanguages,German,Higher,2013,Yes,6
German,ModernLanguages,German,Higher,2014,Yes,6
German,ModernLanguages,German,Higher,2015,Yes,6
German,ModernLanguages,German,Higher,2016,Yes,6
German,ModernLanguages,German,Higher,2017,Yes,6
German,ModernLanguages,German,Higher,2018,Yes,6
German,ModernLanguages,German,Higher,2019,Yes,6
German,ModernLanguages,German,Higher,2020,Yes,6
German,ModernLanguages,German,Higher,2021,Yes,6
German,ModernLanguages,German,NewHigher,2000,Yes,6
German,ModernLanguages,German,NewHigher,2001,Yes,6
German,ModernLanguages,German,NewHigher,2002,Yes,6
German,ModernLanguages,German,NewHigher,2015,Yes,6
German,ModernLanguages,German,CSYS,1986,Yes,7
German,ModernLanguages,German,CSYS,1987,Yes,7
German,ModernLanguages,German,CSYS,1988,Yes,7
German,ModernLanguages,German,CSYS,1989,Yes,7
German,ModernLanguages,German,CSYS,1990,Yes,7
German,ModernLanguages,German,CSYS,1991,Yes,7
German,ModernLanguages,German,CSYS,1992,Yes,7
German,ModernLanguages,German,CSYS,1993,Yes,7
German,ModernLanguages,German,CSYS,1994,Yes,7
German,ModernLanguages,German,CSYS,1995,Yes,7
German,ModernLanguages,German,CSYS,1996,Yes,7
German,ModernLanguages,German,CSYS,1997,Yes,7
German,ModernLanguages,German,CSYS,1998,Yes,7
German,ModernLanguages,German,CSYS,1999,Yes,7
German,ModernLanguages,German,CSYS,2000,Yes,7
German,ModernLanguages,German,CSYS,2001,Yes,7
German,ModernLanguages,German,AdvancedHigher,2001,Yes,7
German,ModernLanguages,German,AdvancedHigher,2002,Yes,7
German,ModernLanguages,German,AdvancedHigher,2003,Yes,7
German,ModernLanguages,German,AdvancedHigher,2004,Yes,7
German,ModernLanguages,German,AdvancedHigher,2005,Yes,7
German,ModernLanguages,German,AdvancedHigher,2006,Yes,7
German,ModernLanguages,German,AdvancedHigher,2007,Yes,7
German,ModernLanguages,German,AdvancedHigher,2008,Yes,7
German,ModernLanguages,German,AdvancedHigher,2009,Yes,7
German,ModernLanguages,German,AdvancedHigher,2010,Yes,7
German,ModernLanguages,German,AdvancedHigher,2011,Yes,7
German,ModernLanguages,German,AdvancedHigher,2012,Yes,7
German,ModernLanguages,German,AdvancedHigher,2013,Yes,7
German,ModernLanguages,German,AdvancedHigher,2014,Yes,7
German,ModernLanguages,German,AdvancedHigher,2015,Yes,7
German,ModernLanguages,German,AdvancedHigher,2016,Yes,7
German,ModernLanguages,German,AdvancedHigher,2017,Yes,7
German,ModernLanguages,German,AdvancedHigher,2018,Yes,7
German,ModernLanguages,German,AdvancedHigher,2019,Yes,7
German,ModernLanguages,German,AdvancedHigher,2020,Yes,7
German,ModernLanguages,German,AdvancedHigher,2021,Yes,7
German (Alternative),ModernLanguages,German,OrdinaryGrade,1986,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1987,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1988,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1989,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1990,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1991,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1992,Yes,5
German (Alternative),ModernLanguages,German,OrdinaryGrade,1993,No uptake,5
German (Revised),ModernLanguages,German,Higher,1991,Yes,6
German (Revised),ModernLanguages,German,Higher,1992,Yes,6
German (Revised),ModernLanguages,German,Higher,1993,Yes,6
German (Revised),ModernLanguages,German,Higher,1994,Yes,6
German (Revised),ModernLanguages,German,Higher,1995,Yes,6
German (Revised),ModernLanguages,German,CSYS,1992,Yes,7
German (Traditional),ModernLanguages,German,OrdinaryGrade,1986,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1987,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1988,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1989,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1990,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1991,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1992,Yes,5
German (Traditional),ModernLanguages,German,OrdinaryGrade,1993,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1990,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1991,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1992,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1993,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1994,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1995,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1996,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1997,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1998,Yes,5
German (Writing)*,ModernLanguages,German,StandardGrade,1999,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1986,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1987,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1988,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1989,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1990,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1991,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1992,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1993,Yes,5
Greek,ModernLanguages,Greek,OrdinaryGrade,1994,No uptake,5
Greek,ModernLanguages,Greek,StandardGrade,1991,Yes,5
Greek,ModernLanguages,Greek,StandardGrade,1992,Yes,5
Greek,ModernLanguages,Greek,StandardGrade,1993,Yes,5
Greek,ModernLanguages,Greek,StandardGrade,1994,Yes,5
Greek,ModernLanguages,Greek,Higher,1986,Yes,6
Greek,ModernLanguages,Greek,Higher,1987,Yes,6
Greek,ModernLanguages,Greek,Higher,1988,Yes,6
Greek,ModernLanguages,Greek,Higher,1989,Yes,6
Greek,ModernLanguages,Greek,Higher,1990,Yes,6
Greek,ModernLanguages,Greek,Higher,1991,Yes,6
Greek,ModernLanguages,Greek,Higher,1992,Yes,6
Greek,ModernLanguages,Greek,Higher,1993,Yes,6
Greek,ModernLanguages,Greek,Higher,1994,Yes,6
Greek,ModernLanguages,Greek,CSYS,1986,Yes,7
Greek,ModernLanguages,Greek,CSYS,1987,Yes,7
Greek,ModernLanguages,Greek,CSYS,1988,Yes,7
Greek,ModernLanguages,Greek,CSYS,1989,No uptake,7
Greek,ModernLanguages,Greek,CSYS,1990,Yes,7
Greek,ModernLanguages,Greek,CSYS,1991,Yes,7
Greek,ModernLanguages,Greek,CSYS,1992,Yes,7
Greek,ModernLanguages,Greek,CSYS,1993,Yes,7
Greek,ModernLanguages,Greek,CSYS,1994,No uptake,7
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1986,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1987,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1988,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1989,No uptake,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1990,No uptake,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1991,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1992,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1993,Yes,6
Greek (Optional Paper III)*,ModernLanguages,Greek,Higher,1994,No uptake,6
Greek (Revised),ModernLanguages,Greek,Higher,1992,Yes,6
Greek (Revised),ModernLanguages,Greek,Higher,1993,Yes,6
Greek (Revised),ModernLanguages,Greek,Higher,1994,Yes,6
Greek (Revised),ModernLanguages,Greek,CSYS,1993,Yes,7
Italian,ModernLanguages,Italian,National2,2015,Yes,2
Italian,ModernLanguages,Italian,National2,2016,Yes,2
Italian,ModernLanguages,Italian,National2,2017,No uptake,2
Italian,ModernLanguages,Italian,National2,2018,No uptake,2
Italian,ModernLanguages,Italian,National2,2019,Yes,2
Italian,ModernLanguages,Italian,National2,2020,Yes,2
Italian,ModernLanguages,Italian,National2,2021,Yes,2
Italian,ModernLanguages,Italian,National3,2014,Yes,3
Italian,ModernLanguages,Italian,National3,2015,Yes,3
Italian,ModernLanguages,Italian,National3,2016,Yes,3
Italian,ModernLanguages,Italian,National3,2017,Yes,3
Italian,ModernLanguages,Italian,National3,2018,Yes,3
Italian,ModernLanguages,Italian,National3,2019,Yes,3
Italian,ModernLanguages,Italian,National3,2020,Yes,3
Italian,ModernLanguages,Italian,National3,2021,Yes,3
Italian,ModernLanguages,Italian,Intermediate1,2000,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2001,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2002,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2003,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2004,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2005,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2006,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2007,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2008,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2009,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2010,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2011,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2012,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2013,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2014,Yes,4
Italian,ModernLanguages,Italian,Intermediate1,2015,Yes,4
Italian,ModernLanguages,Italian,National4,2014,Yes,4
Italian,ModernLanguages,Italian,National4,2015,Yes,4
Italian,ModernLanguages,Italian,National4,2016,Yes,4
Italian,ModernLanguages,Italian,National4,2017,Yes,4
Italian,ModernLanguages,Italian,National4,2018,Yes,4
Italian,ModernLanguages,Italian,National4,2019,Yes,4
Italian,ModernLanguages,Italian,National4,2020,Yes,4
Italian,ModernLanguages,Italian,National4,2021,Yes,4
Italian,ModernLanguages,Italian,StandardGrade,1990,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1991,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1992,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1993,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1994,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1995,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1996,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1997,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1998,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,1999,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2000,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2001,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2002,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2003,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2004,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2005,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2006,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2007,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2008,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2009,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2010,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2011,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2012,Yes,5
Italian,ModernLanguages,Italian,StandardGrade,2013,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2000,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2001,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2002,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2003,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2004,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2005,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2006,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2007,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2008,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2009,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2010,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2011,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2012,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2013,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2014,Yes,5
Italian,ModernLanguages,Italian,Intermediate2,2015,Yes,5
Italian,ModernLanguages,Italian,National5,2014,Yes,5
Italian,ModernLanguages,Italian,National5,2015,Yes,5
Italian,ModernLanguages,Italian,National5,2016,Yes,5
Italian,ModernLanguages,Italian,National5,2017,Yes,5
Italian,ModernLanguages,Italian,National5,2018,Yes,5
Italian,ModernLanguages,Italian,National5,2019,Yes,5
Italian,ModernLanguages,Italian,National5,2020,Yes,5
Italian,ModernLanguages,Italian,National5,2021,Yes,5
Italian,ModernLanguages,Italian,Higher,1986,Yes,6
Italian,ModernLanguages,Italian,Higher,1987,Yes,6
Italian,ModernLanguages,Italian,Higher,1988,Yes,6
Italian,ModernLanguages,Italian,Higher,1989,Yes,6
Italian,ModernLanguages,Italian,Higher,1990,Yes,6
Italian,ModernLanguages,Italian,Higher,1991,Yes,6
Italian,ModernLanguages,Italian,Higher,1992,Yes,6
Italian,ModernLanguages,Italian,Higher,1993,Yes,6
Italian,ModernLanguages,Italian,Higher,1994,Yes,6
Italian,ModernLanguages,Italian,Higher,1995,No uptake,6
Italian,ModernLanguages,Italian,Higher,1996,Yes,6
Italian,ModernLanguages,Italian,Higher,1997,Yes,6
Italian,ModernLanguages,Italian,Higher,1998,Yes,6
Italian,ModernLanguages,Italian,Higher,1999,Yes,6
Italian,ModernLanguages,Italian,Higher,2000,Yes,6
Italian,ModernLanguages,Italian,Higher,2001,Yes,6
Italian,ModernLanguages,Italian,Higher,2003,Yes,6
Italian,ModernLanguages,Italian,Higher,2004,Yes,6
Italian,ModernLanguages,Italian,Higher,2005,Yes,6
Italian,ModernLanguages,Italian,Higher,2006,Yes,6
Italian,ModernLanguages,Italian,Higher,2007,Yes,6
Italian,ModernLanguages,Italian,Higher,2008,Yes,6
Italian,ModernLanguages,Italian,Higher,2009,Yes,6
Italian,ModernLanguages,Italian,Higher,2010,Yes,6
Italian,ModernLanguages,Italian,Higher,2011,Yes,6
Italian,ModernLanguages,Italian,Higher,2012,Yes,6
Italian,ModernLanguages,Italian,Higher,2013,Yes,6
Italian,ModernLanguages,Italian,Higher,2014,Yes,6
Italian,ModernLanguages,Italian,Higher,2015,Yes,6
Italian,ModernLanguages,Italian,Higher,2016,Yes,6
Italian,ModernLanguages,Italian,Higher,2017,Yes,6
Italian,ModernLanguages,Italian,Higher,2018,Yes,6
Italian,ModernLanguages,Italian,Higher,2019,Yes,6
Italian,ModernLanguages,Italian,Higher,2020,Yes,6
Italian,ModernLanguages,Italian,Higher,2021,Yes,6
Italian,ModernLanguages,Italian,NewHigher,2000,Yes,6
Italian,ModernLanguages,Italian,NewHigher,2001,Yes,6
Italian,ModernLanguages,Italian,NewHigher,2002,Yes,6
Italian,ModernLanguages,Italian,NewHigher,2015,Yes,6
Italian,ModernLanguages,Italian,CSYS,1986,Yes,7
Italian,ModernLanguages,Italian,CSYS,1987,Yes,7
Italian,ModernLanguages,Italian,CSYS,1988,Yes,7
Italian,ModernLanguages,Italian,CSYS,1989,Yes,7
Italian,ModernLanguages,Italian,CSYS,1990,Yes,7
Italian,ModernLanguages,Italian,CSYS,1991,Yes,7
Italian,ModernLanguages,Italian,CSYS,1992,Yes,7
Italian,ModernLanguages,Italian,CSYS,1993,Yes,7
Italian,ModernLanguages,Italian,CSYS,1994,Yes,7
Italian,ModernLanguages,Italian,CSYS,1995,Yes,7
Italian,ModernLanguages,Italian,CSYS,1996,Yes,7
Italian,ModernLanguages,Italian,CSYS,1997,Yes,7
Italian,ModernLanguages,Italian,CSYS,1998,Yes,7
Italian,ModernLanguages,Italian,CSYS,1999,Yes,7
Italian,ModernLanguages,Italian,CSYS,2000,Yes,7
Italian,ModernLanguages,Italian,CSYS,2001,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2001,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2002,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2003,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2004,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2005,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2006,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2007,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2008,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2009,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2010,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2011,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2012,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2013,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2014,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2015,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2016,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2017,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2018,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2019,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2020,Yes,7
Italian,ModernLanguages,Italian,AdvancedHigher,2021,Yes,7
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1986,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1987,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1988,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1989,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1990,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1991,Yes,5
Italian (Alternative),ModernLanguages,Italian,OrdinaryGrade,1992,Yes,5
