Subject,SubjectGroup,CommonSubjectLabel,qualification,year,SubjectTaken,SCQFLevel
Art and Design: Design,ExpressiveArt,NA,AdvancedHigher,2015,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2009,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2010,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2011,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2012,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2013,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2014,Yes,7
Art and Design: Expressive,ExpressiveArt,NA,AdvancedHigher,2015,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2001,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2002,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2003,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2004,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2005,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2006,Yes,7
Art and Design: Research and Appreciation,ExpressiveArt,NA,AdvancedHigher,2007,Yes,7
Dance,ExpressiveArt,NA,National5,2014,Yes,5
Dance,ExpressiveArt,NA,National5,2015,Yes,5
Dance,ExpressiveArt,NA,National5,2016,Yes,5
Dance,ExpressiveArt,NA,National5,2017,Yes,5
Dance,ExpressiveArt,NA,National5,2018,Yes,5
Dance,ExpressiveArt,NA,National5,2019,Yes,5
Dance,ExpressiveArt,NA,National5,2020,Yes,5
Dance,ExpressiveArt,NA,National5,2021,Yes,5
Dance,ExpressiveArt,NA,Higher,2016,Yes,6
Dance,ExpressiveArt,NA,Higher,2017,Yes,6
Dance,ExpressiveArt,NA,Higher,2018,Yes,6
Dance,ExpressiveArt,NA,Higher,2019,Yes,6
Dance,ExpressiveArt,NA,Higher,2020,Yes,6
Dance,ExpressiveArt,NA,Higher,2021,Yes,6
Dance,ExpressiveArt,NA,NewHigher,2015,Yes,6
Dance,ExpressiveArt,NA,NationalCertificate,2021,Yes,3
Dance,ExpressiveArt,NA,NationalCertificate,2021,Yes,4
Dance,ExpressiveArt,NA,NationalCertificate,2021,Yes,5
Dance,ExpressiveArt,NA,NationalCertificate,2021,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2014,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2014,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2014,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2014,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2014,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2015,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2015,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2015,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2015,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2015,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2016,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2016,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2016,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2016,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2016,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2017,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2017,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2017,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2017,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2017,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2018,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2018,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2018,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2018,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2018,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2019,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2019,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2019,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2019,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2019,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2020,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2020,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2020,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2020,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2020,Yes,6
Dance,ExpressiveArt,NA,NationalProgressionAward,2021,Yes,2
Dance,ExpressiveArt,NA,NationalProgressionAward,2021,Yes,3
Dance,ExpressiveArt,NA,NationalProgressionAward,2021,Yes,4
Dance,ExpressiveArt,NA,NationalProgressionAward,2021,Yes,5
Dance,ExpressiveArt,NA,NationalProgressionAward,2021,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2003,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2004,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2005,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2006,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2007,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2008,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2009,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2010,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2011,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2012,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2013,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2014,Yes,6
Dance Practice,ExpressiveArt,NA,Higher,2015,Yes,6
Dance Practice,ExpressiveArt,NA,NewHigher,2002,Yes,6
Drama,ExpressiveArt,NA,National3,2014,Yes,3
Drama,ExpressiveArt,NA,National3,2015,Yes,3
Drama,ExpressiveArt,NA,National3,2016,Yes,3
Drama,ExpressiveArt,NA,National3,2017,Yes,3
Drama,ExpressiveArt,NA,National3,2018,Yes,3
Drama,ExpressiveArt,NA,National3,2019,Yes,3
Drama,ExpressiveArt,NA,National3,2020,Yes,3
Drama,ExpressiveArt,NA,National3,2021,Yes,3
Drama,ExpressiveArt,NA,Intermediate1,2000,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2001,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2002,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2003,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2004,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2005,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2006,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2007,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2008,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2009,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2010,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2011,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2012,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2013,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2014,Yes,4
Drama,ExpressiveArt,NA,Intermediate1,2015,Yes,4
Drama,ExpressiveArt,NA,National4,2014,Yes,4
Drama,ExpressiveArt,NA,National4,2015,Yes,4
Drama,ExpressiveArt,NA,National4,2016,Yes,4
Drama,ExpressiveArt,NA,National4,2017,Yes,4
Drama,ExpressiveArt,NA,National4,2018,Yes,4
Drama,ExpressiveArt,NA,National4,2019,Yes,4
Drama,ExpressiveArt,NA,National4,2020,Yes,4
Drama,ExpressiveArt,NA,National4,2021,Yes,4
Drama,ExpressiveArt,NA,StandardGrade,1991,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1992,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1993,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1994,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1995,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1996,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1997,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1998,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,1999,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2000,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2001,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2002,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2003,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2004,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2005,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2006,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2007,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2008,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2009,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2010,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2011,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2012,Yes,5
Drama,ExpressiveArt,NA,StandardGrade,2013,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2000,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2001,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2002,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2003,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2004,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2005,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2006,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2007,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2008,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2009,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2010,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2011,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2012,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2013,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2014,Yes,5
Drama,ExpressiveArt,NA,Intermediate2,2015,Yes,5
Drama,ExpressiveArt,NA,National5,2014,Yes,5
Drama,ExpressiveArt,NA,National5,2015,Yes,5
Drama,ExpressiveArt,NA,National5,2016,Yes,5
Drama,ExpressiveArt,NA,National5,2017,Yes,5
Drama,ExpressiveArt,NA,National5,2018,Yes,5
Drama,ExpressiveArt,NA,National5,2019,Yes,5
Drama,ExpressiveArt,NA,National5,2020,Yes,5
Drama,ExpressiveArt,NA,National5,2021,Yes,5
Drama,ExpressiveArt,NA,Higher,1994,Yes,6
Drama,ExpressiveArt,NA,Higher,1995,Yes,6
Drama,ExpressiveArt,NA,Higher,1996,Yes,6
Drama,ExpressiveArt,NA,Higher,1997,Yes,6
Drama,ExpressiveArt,NA,Higher,1998,Yes,6
Drama,ExpressiveArt,NA,Higher,1999,Yes,6
Drama,ExpressiveArt,NA,Higher,2000,Yes,6
Drama,ExpressiveArt,NA,Higher,2003,Yes,6
Drama,ExpressiveArt,NA,Higher,2004,Yes,6
Drama,ExpressiveArt,NA,Higher,2005,Yes,6
Drama,ExpressiveArt,NA,Higher,2006,Yes,6
Drama,ExpressiveArt,NA,Higher,2007,Yes,6
Drama,ExpressiveArt,NA,Higher,2008,Yes,6
Drama,ExpressiveArt,NA,Higher,2009,Yes,6
Drama,ExpressiveArt,NA,Higher,2010,Yes,6
Drama,ExpressiveArt,NA,Higher,2011,Yes,6
Drama,ExpressiveArt,NA,Higher,2012,Yes,6
Drama,ExpressiveArt,NA,Higher,2013,Yes,6
Drama,ExpressiveArt,NA,Higher,2014,Yes,6
Drama,ExpressiveArt,NA,Higher,2015,Yes,6
Drama,ExpressiveArt,NA,Higher,2016,Yes,6
Drama,ExpressiveArt,NA,Higher,2017,Yes,6
Drama,ExpressiveArt,NA,Higher,2018,Yes,6
Drama,ExpressiveArt,NA,Higher,2019,Yes,6
Drama,ExpressiveArt,NA,Higher,2020,Yes,6
Drama,ExpressiveArt,NA,Higher,2021,Yes,6
Drama,ExpressiveArt,NA,NewHigher,2000,Yes,6
Drama,ExpressiveArt,NA,NewHigher,2001,Yes,6
Drama,ExpressiveArt,NA,NewHigher,2002,Yes,6
Drama,ExpressiveArt,NA,NewHigher,2015,Yes,6
Drama,ExpressiveArt,NA,AdvancedHigher,2001,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2002,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2003,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2004,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2005,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2006,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2007,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2008,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2009,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2010,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2011,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2012,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2013,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2014,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2015,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2016,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2017,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2018,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2019,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2020,Yes,7
Drama,ExpressiveArt,NA,AdvancedHigher,2021,Yes,7
Music,ExpressiveArt,NA,National3,2014,Yes,3
Music,ExpressiveArt,NA,National3,2015,Yes,3
Music,ExpressiveArt,NA,National3,2016,Yes,3
Music,ExpressiveArt,NA,National3,2017,Yes,3
Music,ExpressiveArt,NA,National3,2018,Yes,3
Music,ExpressiveArt,NA,National3,2019,Yes,3
Music,ExpressiveArt,NA,National3,2020,Yes,3
Music,ExpressiveArt,NA,National3,2021,Yes,3
Music,ExpressiveArt,NA,Intermediate1,2000,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2001,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2002,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2003,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2004,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2005,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2006,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2007,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2008,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2009,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2010,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2011,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2012,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2013,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2014,Yes,4
Music,ExpressiveArt,NA,Intermediate1,2015,Yes,4
Music,ExpressiveArt,NA,National4,2014,Yes,4
Music,ExpressiveArt,NA,National4,2015,Yes,4
Music,ExpressiveArt,NA,National4,2016,Yes,4
Music,ExpressiveArt,NA,National4,2017,Yes,4
Music,ExpressiveArt,NA,National4,2018,Yes,4
Music,ExpressiveArt,NA,National4,2019,Yes,4
Music,ExpressiveArt,NA,National4,2020,Yes,4
Music,ExpressiveArt,NA,National4,2021,Yes,4
Music,ExpressiveArt,NA,StandardGrade,1990,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1991,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1992,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1993,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1994,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1995,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1996,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1997,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1998,Yes,5
Music,ExpressiveArt,NA,StandardGrade,1999,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2000,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2001,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2002,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2003,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2004,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2005,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2006,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2007,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2008,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2009,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2010,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2011,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2012,Yes,5
Music,ExpressiveArt,NA,StandardGrade,2013,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2000,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2001,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2002,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2003,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2004,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2005,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2006,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2007,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2008,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2009,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2010,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2011,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2012,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2013,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2014,Yes,5
Music,ExpressiveArt,NA,Intermediate2,2015,Yes,5
Music,ExpressiveArt,NA,National5,2014,Yes,5
Music,ExpressiveArt,NA,National5,2015,Yes,5
Music,ExpressiveArt,NA,National5,2016,Yes,5
Music,ExpressiveArt,NA,National5,2017,Yes,5
Music,ExpressiveArt,NA,National5,2018,Yes,5
Music,ExpressiveArt,NA,National5,2019,Yes,5
Music,ExpressiveArt,NA,National5,2020,Yes,5
Music,ExpressiveArt,NA,National5,2021,Yes,5
Music,ExpressiveArt,NA,Higher,1986,Yes,6
Music,ExpressiveArt,NA,Higher,1987,Yes,6
Music,ExpressiveArt,NA,Higher,1988,Yes,6
Music,ExpressiveArt,NA,Higher,1989,Yes,6
Music,ExpressiveArt,NA,Higher,1990,Yes,6
Music,ExpressiveArt,NA,Higher,1991,Yes,6
Music,ExpressiveArt,NA,Higher,1992,Yes,6
Music,ExpressiveArt,NA,Higher,1993,Yes,6
Music,ExpressiveArt,NA,Higher,1994,Yes,6
Music,ExpressiveArt,NA,Higher,1995,No uptake,6
Music,ExpressiveArt,NA,Higher,1996,Yes,6
Music,ExpressiveArt,NA,Higher,1997,Yes,6
Music,ExpressiveArt,NA,Higher,1998,Yes,6
Music,ExpressiveArt,NA,Higher,1999,Yes,6
Music,ExpressiveArt,NA,Higher,2000,Yes,6
Music,ExpressiveArt,NA,Higher,2001,Yes,6
Music,ExpressiveArt,NA,Higher,2003,Yes,6
Music,ExpressiveArt,NA,Higher,2004,Yes,6
Music,ExpressiveArt,NA,Higher,2005,Yes,6
Music,ExpressiveArt,NA,Higher,2006,Yes,6
Music,ExpressiveArt,NA,Higher,2007,Yes,6
Music,ExpressiveArt,NA,Higher,2008,Yes,6
Music,ExpressiveArt,NA,Higher,2009,Yes,6
Music,ExpressiveArt,NA,Higher,2010,Yes,6
Music,ExpressiveArt,NA,Higher,2011,Yes,6
Music,ExpressiveArt,NA,Higher,2012,Yes,6
Music,ExpressiveArt,NA,Higher,2013,Yes,6
Music,ExpressiveArt,NA,Higher,2014,Yes,6
Music,ExpressiveArt,NA,Higher,2015,Yes,6
Music,ExpressiveArt,NA,Higher,2016,Yes,6
Music,ExpressiveArt,NA,Higher,2017,Yes,6
Music,ExpressiveArt,NA,Higher,2018,Yes,6
Music,ExpressiveArt,NA,Higher,2019,Yes,6
Music,ExpressiveArt,NA,Higher,2020,Yes,6
Music,ExpressiveArt,NA,Higher,2021,Yes,6
Music,ExpressiveArt,NA,NewHigher,2000,Yes,6
Music,ExpressiveArt,NA,NewHigher,2001,Yes,6
Music,ExpressiveArt,NA,NewHigher,2002,Yes,6
Music,ExpressiveArt,NA,NewHigher,2015,Yes,6
Music,ExpressiveArt,NA,CSYS,1994,Yes,7
Music,ExpressiveArt,NA,CSYS,1995,Yes,7
Music,ExpressiveArt,NA,CSYS,1996,Yes,7
Music,ExpressiveArt,NA,CSYS,1997,Yes,7
Music,ExpressiveArt,NA,CSYS,1998,Yes,7
Music,ExpressiveArt,NA,CSYS,1999,Yes,7
Music,ExpressiveArt,NA,CSYS,2000,Yes,7
Music,ExpressiveArt,NA,CSYS,2001,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2001,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2002,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2003,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2004,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2005,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2006,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2007,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2008,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2009,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2010,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2011,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2012,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2013,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2014,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2015,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2016,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2017,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2018,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2019,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2020,Yes,7
Music,ExpressiveArt,NA,AdvancedHigher,2021,Yes,7
Music,ExpressiveArt,NA,NationalCertificate,2014,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2014,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2014,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2014,Yes,6
Music,ExpressiveArt,NA,NationalCertificate,2015,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2015,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2015,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2015,Yes,6
Music,ExpressiveArt,NA,NationalCertificate,2018,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2018,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2018,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2018,Yes,6
Music,ExpressiveArt,NA,NationalCertificate,2019,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2019,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2019,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2019,Yes,6
Music,ExpressiveArt,NA,NationalCertificate,2020,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2020,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2020,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2020,Yes,6
Music,ExpressiveArt,NA,NationalCertificate,2021,Yes,3
Music,ExpressiveArt,NA,NationalCertificate,2021,Yes,4
Music,ExpressiveArt,NA,NationalCertificate,2021,Yes,5
Music,ExpressiveArt,NA,NationalCertificate,2021,Yes,6
Music - Inventing (Composition)*,ExpressiveArt,NA,Higher,1996,Yes,6
Music - Inventing (Composition)*,ExpressiveArt,NA,Higher,2000,Yes,6
Music - Inventing paper 1*,ExpressiveArt,NA,Higher,1996,Yes,6
Music - Inventing Paper I*,ExpressiveArt,NA,Higher,2000,Yes,6
Music - Listening*,ExpressiveArt,NA,Higher,1996,Yes,6
Music - Listening*,ExpressiveArt,NA,Higher,2000,Yes,6
Music - Performing*,ExpressiveArt,NA,Higher,1996,No uptake,6
Music - Performing*,ExpressiveArt,NA,Higher,2000,Yes,6
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1986,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1987,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1988,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1989,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1990,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1991,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1992,Yes,5
Music (Alternative),ExpressiveArt,NA,OrdinaryGrade,1993,No uptake,5
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1986,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1987,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1988,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1989,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1990,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1991,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1992,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1993,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1994,Yes,6
Music (Practical Harmony)*,ExpressiveArt,NA,Higher,1995,No uptake,6
Music (Revised),ExpressiveArt,NA,Higher,1991,Yes,6
Music (Revised),ExpressiveArt,NA,Higher,1992,Yes,6
Music (Revised),ExpressiveArt,NA,Higher,1993,Yes,6
Music (Revised),ExpressiveArt,NA,Higher,1994,Yes,6
Music (Revised),ExpressiveArt,NA,Higher,1995,Yes,6
Music (Revised) - Inventing (Comp)*,ExpressiveArt,NA,Higher,1992,Yes,6
Music (Revised) - Inventing (Comp)*,ExpressiveArt,NA,Higher,1993,Yes,6
Music (Revised) - Inventing (Comp)*,ExpressiveArt,NA,Higher,1994,Yes,6
Music (Revised) - Inventing (Comp)*,ExpressiveArt,NA,Higher,1995,Yes,6
Music (Revised) - Inventing Paper 1*,ExpressiveArt,NA,Higher,1992,Yes,6
Music (Revised) - Inventing Paper 1*,ExpressiveArt,NA,Higher,1993,Yes,6
Music (Revised) - Inventing Paper 1*,ExpressiveArt,NA,Higher,1994,Yes,6
Music (Revised) - Inventing Paper 1*,ExpressiveArt,NA,Higher,1995,Yes,6
Music (Revised) - Listening*,ExpressiveArt,NA,Higher,1992,Yes,6
Music (Revised) - Listening*,ExpressiveArt,NA,Higher,1993,Yes,6
Music (Revised) - Listening*,ExpressiveArt,NA,Higher,1994,Yes,6
Music (Revised) - Listening*,ExpressiveArt,NA,Higher,1995,Yes,6
Music (Revised) - Performing*,ExpressiveArt,NA,Higher,1992,Yes,6
